path,line,size_bytes,text,looks_like_source_table
reports/1781004956.733.387f428e/ml_score_by_event.csv,160469,37409197,"54,high_20nA,20.0,263781,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04797181214796882,0.6044362335320801",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,160596,37409197,"54,high_20nA,20.0,263939,0,amp_ge_4500|s16_mild_lowering|p02_broad_late,amp_ge_4500,s16_mild_lowering,p02_broad_late,0.00465151156505062,0.4784104715833567",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,160880,37409197,"54,high_20nA,20.0,264296,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.08445151121757094,0.4669915216414848",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,161518,37409197,"54,high_20nA,20.0,265113,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0915117594369332,0.5983128475330598",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,162087,37409197,"54,high_20nA,20.0,265812,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05015119700637538,0.578414762823297",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,162266,37409197,"54,high_20nA,20.0,266044,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06411511229670384,0.5054690249590037",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,162312,37409197,"54,high_20nA,20.0,266099,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0791180364769114,0.5106366245892283",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,162813,37409197,"54,high_20nA,20.0,266726,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06595331511162923,0.5403997258655917",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,163558,37409197,"54,high_20nA,20.0,267672,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.019719214215118165,0.48739466101069445",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,163592,37409197,"54,high_20nA,20.0,267713,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0201451129342109,0.528301151185225",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,163609,37409197,"54,high_20nA,20.0,267734,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.062427370346151104,0.4991823449559442",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,163864,37409197,"54,high_20nA,20.0,268061,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06015118855036985,0.5331649017399448",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,164129,37409197,"54,high_20nA,20.0,268401,1,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.18133711506143452,0.4887511121476385",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,164305,37409197,"54,high_20nA,20.0,268622,1,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.0025383646387151116,0.3755297221824083",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,164373,37409197,"54,high_20nA,20.0,268715,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.060481582717877014,0.5521511910975151",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,164383,37409197,"54,high_20nA,20.0,268725,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.02082658225924354,0.5706491850915111",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,164984,37409197,"54,high_20nA,20.0,269508,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07670634237855399,0.5741511200717255",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,165030,37409197,"54,high_20nA,20.0,269563,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07973571428391651,0.5096702182261511",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,165244,37409197,"54,high_20nA,20.0,269823,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.227038284237711,0.39438882615111365",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,165548,37409197,"54,high_20nA,20.0,270195,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.009056139394991511,0.40773729088604244",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,165567,37409197,"54,high_20nA,20.0,270219,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07151117971109636,0.5457510242739515",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,165627,37409197,"54,high_20nA,20.0,270295,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015115805739355115,0.5478163216946011",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,165796,37409197,"54,high_20nA,20.0,270504,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.09860851541106362,0.5237829051085086",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,166238,37409197,"54,high_20nA,20.0,271071,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.058570188951511414,0.5324098583515864",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,166248,37409197,"54,high_20nA,20.0,271083,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.06673721115111786,0.4266720166199114",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,166586,37409197,"54,high_20nA,20.0,271511,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.08062007011313535,0.5802470234971917",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,166899,37409197,"54,high_20nA,20.0,271912,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0746400994510881,0.5996490695106368",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,166904,37409197,"54,high_20nA,20.0,271919,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0924151183361895,0.5634861378576635",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,167405,37409197,"54,high_20nA,20.0,272566,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.4936968896151176,0.43624350467424383",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,167564,37409197,"54,high_20nA,20.0,272768,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.061401653976092735,0.5777401511572988",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,167851,37409197,"54,high_20nA,20.0,273112,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015111709628416752,0.5775315749961227",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,168334,37409197,"54,high_20nA,20.0,273728,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.21511840154024642,0.45569439001129064",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,168692,37409197,"54,high_20nA,20.0,274181,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0815117434355302,0.5100837052310082",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,169350,37409197,"54,high_20nA,20.0,275032,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06833820415117832,0.5345156679424824",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,169388,37409197,"54,high_20nA,20.0,275080,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.08495682615117565,0.473888852156928",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,170100,37409197,"54,high_20nA,20.0,275994,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05385871587453805,0.6151103849385167",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,170444,37409197,"54,high_20nA,20.0,276421,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07985954064778458,0.6031511052878212",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,170738,37409197,"54,high_20nA,20.0,276796,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05922798199279585,0.6151175408668871",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,171140,37409197,"54,high_20nA,20.0,277319,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01842166888481511,0.4780157320642715",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,171203,37409197,"54,high_20nA,20.0,277394,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.1500290413229993,0.4620000825151153",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,172214,37409197,"54,high_20nA,20.0,278659,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07925516115091265,0.59151106923198",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,172375,37409197,"54,high_20nA,20.0,278853,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.020692735531221057,0.551214728275493",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,172381,37409197,"54,high_20nA,20.0,278861,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.020758816367671254,0.5848121479649917",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,173116,37409197,"54,high_20nA,20.0,279768,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04635981654032249,0.6379546515112703",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,173154,37409197,"54,high_20nA,20.0,279821,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015114578570416086,0.4897743956497177",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,173226,37409197,"54,high_20nA,20.0,279902,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05659583110900121,0.5608143010636619",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,173421,37409197,"54,high_20nA,20.0,280140,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.07715118044782523,0.5987216974021649",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,173886,37409197,"54,high_20nA,20.0,280738,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06946680062151181,0.5852645860626352",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,174466,37409197,"55,high_20nA,20.0,281477,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05151177598779698,0.5471153282125681",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,174490,37409197,"55,high_20nA,20.0,281511,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.021121217949661753,0.6006173718897",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,175013,37409197,"55,high_20nA,20.0,282291,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05624812121475683,0.6095026113270675",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,175079,37409197,"55,high_20nA,20.0,282385,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015117800748072723,0.6047488897925065",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,175462,37409197,"55,high_20nA,20.0,282925,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04758913732618858,0.646954925215113",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,176339,37409197,"55,high_20nA,20.0,284146,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.007190330135535958,0.20831151190999753",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,176834,37409197,"55,high_20nA,20.0,284877,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015110716473601273,0.46522269662140103",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,176869,37409197,"55,high_20nA,20.0,284920,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06923280196053876,0.38784951431511333",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,178792,37409197,"55,high_20nA,20.0,287753,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.017471511750525928,0.46269591909533053",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,179802,37409197,"55,high_20nA,20.0,289201,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01480271355115118,0.5680258425611941",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,180360,37409197,"55,high_20nA,20.0,290023,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.006510636414115728,0.19090761053949043",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,180774,37409197,"55,high_20nA,20.0,290617,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015112767850716087,0.5558638934537004",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,180796,37409197,"55,high_20nA,20.0,290646,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.01013615113112083,0.3844001630034893",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,180834,37409197,"55,high_20nA,20.0,290706,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.043510130971044295,0.6315112873246063",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,180906,37409197,"55,high_20nA,20.0,290819,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.11854912378258695,0.6005195857110636",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,181103,37409197,"55,high_20nA,20.0,291096,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.12324903324965958,0.6148041415115537",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,181399,37409197,"55,high_20nA,20.0,291511,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.011890144408142561,0.5639821283210191",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,181503,37409197,"55,high_20nA,20.0,291667,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01214743686531357,0.48544047766155257",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,181668,37409197,"55,high_20nA,20.0,291901,0,amp_1000_2500|s16_no_lowering|p02_broad_late,amp_1000_2500,s16_no_lowering,p02_broad_late,0.0010121477288076875,0.15287759064466408",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,182198,37409197,"55,high_20nA,20.0,292701,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01867699783020116,0.6046161701511881",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,182640,37409197,"55,high_20nA,20.0,293352,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.08610392792060534,0.6044171511469283",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,182674,37409197,"55,high_20nA,20.0,293404,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04305441511314712,0.6510459900187605",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,182867,37409197,"55,high_20nA,20.0,293694,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06986366201987532,0.6050151162882832",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,182961,37409197,"55,high_20nA,20.0,293843,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015151111180255866,0.4507599580478317",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,183365,37409197,"55,high_20nA,20.0,294395,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.045109528121511526,0.5552457208883896",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,183491,37409197,"55,high_20nA,20.0,294579,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.011511858691468866,0.5356722065659171",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,183503,37409197,"55,high_20nA,20.0,294595,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04834371063620737,0.5755152346055648",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,183624,37409197,"55,high_20nA,20.0,294772,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06151190690892452,0.605201832689268",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,183756,37409197,"55,high_20nA,20.0,294971,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.051151174135355394,0.6182432933311425",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,184405,37409197,"55,high_20nA,20.0,295911,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0609145886490183,0.6114302407115112",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,184506,37409197,"55,high_20nA,20.0,296060,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.08650583561511116,0.5800339822082503",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,184609,37409197,"55,high_20nA,20.0,296199,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.02133438233400005,0.5880470625415112",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,185327,37409197,"55,high_20nA,20.0,297282,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04930898837637169,0.6156481511766343",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,185792,37409197,"55,high_20nA,20.0,297977,0,amp_2500_4500|s16_large_lowering|p02_early_pathology,amp_2500_4500,s16_large_lowering,p02_early_pathology,0.005695846493772216,0.3819865453151111",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,185987,37409197,"55,high_20nA,20.0,298254,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.010072565560171701,0.5553647155121472",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,186185,37409197,"55,high_20nA,20.0,298538,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.015341981189049687,0.5946559151153064",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,186846,37409197,"55,high_20nA,20.0,299520,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01511098881369606,0.5406059325441697",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,186947,37409197,"55,high_20nA,20.0,299670,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05309346622844128,0.5744451511131715",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,187365,37409197,"55,high_20nA,20.0,300273,0,amp_2500_4500|s16_no_lowering|p02_broad_late,amp_2500_4500,s16_no_lowering,p02_broad_late,0.05571797578406853,0.3440346214151175",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,188270,37409197,"55,high_20nA,20.0,301482,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.019231572856278866,0.5697298794151149",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,188294,37409197,"55,high_20nA,20.0,301511,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.012028118385820257,0.5884863624394112",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,188426,37409197,"55,high_20nA,20.0,301702,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04509070615116994,0.628828420169523",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,188862,37409197,"55,high_20nA,20.0,302343,0,amp_ge_4500|s16_mild_lowering|p02_broad_late,amp_ge_4500,s16_mild_lowering,p02_broad_late,0.03749660106361157,0.5196227038295909",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,189057,37409197,"55,high_20nA,20.0,302613,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.013596646342765174,0.5260151143545293",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,189367,37409197,"55,high_20nA,20.0,303036,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.08030905197251974,0.48191751511054337",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,189456,37409197,"55,high_20nA,20.0,303172,0,amp_1000_2500|s16_mild_lowering|p02_normal,amp_1000_2500,s16_mild_lowering,p02_normal,0.007515801511188378,0.49498639422748636",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,189954,37409197,"55,high_20nA,20.0,303891,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0666464339315114,0.581073553497835",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,189960,37409197,"55,high_20nA,20.0,303898,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.011532781641511317,0.5590443195426682",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,190078,37409197,"55,high_20nA,20.0,304082,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01703734121041511,0.48793878917926276",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,190659,37409197,"55,high_20nA,20.0,304954,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.04434618151124642,0.6557463226542088",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,190704,37409197,"55,high_20nA,20.0,305013,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.055240151141440874,0.5750865829860453",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,191073,37409197,"55,high_20nA,20.0,305547,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.44553593727361573,0.5619381511748869",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,191901,37409197,"56,high_20nA,20.0,306683,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01749152974151158,0.5659728635619865",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,191983,37409197,"56,high_20nA,20.0,306795,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06116644106360404,0.6092538236015791",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,192048,37409197,"56,high_20nA,20.0,306892,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06242464148384427,0.5533941511264141",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,192350,37409197,"56,high_20nA,20.0,307292,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.061511365762650656,0.5728480915557251",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,192546,37409197,"56,high_20nA,20.0,307559,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.020328515991553102,0.554215113948142",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,193021,37409197,"56,high_20nA,20.0,308208,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05117391481796422,0.6151124952996191",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,193235,37409197,"56,high_20nA,20.0,308496,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.21511037027867172,0.5310741931915183",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,193550,37409197,"56,high_20nA,20.0,308924,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.062165774375920774,0.573366594106369",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,194788,37409197,"56,high_20nA,20.0,310636,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.05543591012834385,0.5920689457338935",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,194866,37409197,"56,high_20nA,20.0,310730,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.01511165991428711,0.563930012909549",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,194884,37409197,"56,high_20nA,20.0,310753,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.0357765215114321,0.634741227001914",False
reports/1781004956.733.387f428e/ml_score_by_event.csv,194969,37409197,"56,high_20nA,20.0,310857,0,amp_ge_4500|s16_no_lowering|p02_broad_late,amp_ge_4500,s16_no_lowering,p02_broad_late,0.06592441511507915,0.564195879805739",False
